,index,chromosome,gene,start bp,stop bp,+1 or -1 strand,fitness
5928,6714,chrXV,YOL086W-A,159173,159445,1,"[1.5793445123162764, 1.500921511060305, 1.6360216247266204, 0.9126084938151668, 2.132454653766788, 1.2573174190241294, 1.6647270759533856, 0.7701092349517793, 1.9853732385276839, 1.9083311679895607, 0.2829010508794287, 0.2829010508794287]"
5940,6715,chrXV,YOL159C-A,15233,15505,-1,"[1.628463345990257, 0.2829010508794287, 1.478239679143489, 1.3998166778875174, 1.478239679143489]"
5919,6716,chrXV,YOR008W-B,343929,344030,1,"[1.3528875485901217, 1.4141634215360728, 2.125094250389248, 1.9117599407033035, 2.041520043562752, 1.6912639346271254, 1.5423159367509052, 1.1562125858513421, 0.5265051429156039]"
5913,6717,chrXV,YOR314W-A,904458,904568,1,"[1.4141634215360728, 1.3528875485901217, 1.968364447718178]"
6559,6718,chrXVI,YPR016W-A,593096,593356,1,"[0.7701092349517793, 1.8442549103821446, 0.9667841976905588, 0.2829010508794287, 0.5265051429156039, 0.2829010508794287, 1.9348680266633007, 0.6690044017789917, 0.2829010508794287, 0.5265051429156039, 1.0921363282439258, 1.8400957326624723, 0.2829010508794287, 1.0921363282439258, 0.5265051429156039, 1.4279474005879649]"
6558,6719,chrXVI,YPR074W-A,695018,695188,1,"[0.8485322362077505, 1.500921511060305, 0.2829010508794287, 1.478239679143489, 0.8485322362077505, 0.2829010508794287, 1.7810046141784506, 0.2829010508794287, 1.2346355871073136, 0.5265051429156039, 1.7810046141784506]"
645,6720,chrIII,YCR097W-A,294439,294705,1,[]
242,6721,chrII,YBR255C-A,726618,727074,-1,"[1.6506673445016888, 0.5265051429156039, 1.6207389380068766, 0.2829010508794287]"
1073,6722,chrIV,YDR381C-A,1238312,1238850,-1,[0.6690044017789917]
2182,6723,chrV,YER074W-A,307653,308123,1,[]
4161,6724,chrXI,YKL138C-A,184803,185012,-1,[]
4781,6725,chrXII,YLR154W-C,454696,455070,1,[]
6555,6726,chrXVI,YPL096C-A,366529,366735,-1,"[0.5265051429156039, 0.2829010508794287, 1.1562125858513421, 1.1562125858513421]"
6560,6727,chrXVI,YPR036W-A,645950,646153,1,"[1.6782459124687328, 1.6506673445016888, 0.5265051429156039, 0.8485322362077505]"
2181,6728,chrV,YER180C-A,550865,551122,-1,"[1.1562125858513421, 0.5265051429156039]"
1074,6729,chrIV,YNCD0032C,1492477,1493026,-1,"[0.6690044017789917, 1.5704466594513526, 1.4897635448401925, 1.6434207699236927]"
2974,6730,chrVII,YNCG0010W,316788,317055,1,"[1.2573174190241294, 0.6690044017789917, 2.3446502212561935, 0.7701092349517793, 1.5117361001983665]"
4947,6731,chrXIII,YNCM0030W,626349,626654,1,"[0.6690044017789917, 1.5880226425010073, 0.6690044017789917, 0.5265051429156039, 1.0921363282439258, 1.0551077526785546, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287]"
3236,6732,chrVIII,YNCH0007W,212409,213118,1,[]
3237,6733,chrVIII,YNCH0008W,214407,215116,1,[]
643,6734,chrIII,YCL005W-A,107023,107417,1,"[1.6848151956142927, 0.5265051429156039]"
5470,6735,chrXIV,YNL138W-A,366033,366412,1,[]
241,6736,chrII,YBR111W-A,462139,462579,1,"[1.0137133269879544, 0.6690044017789917]"
1864,6737,chrIX,YIL156W-B,47690,47973,1,"[1.928419287650468, 0.6690044017789917]"
3964,6738,chrXI,YKR095W-A,625864,626205,1,[]
3542,6739,chrX,YJR112W-A,637790,638168,1,"[0.2829010508794287, 1.628463345990257, 1.384859253954082, 0.7701092349517793, 0.2829010508794287, 0.6690044017789917, 2.0709185465138558, 2.334550491312819, 2.2438770977970544, 2.23446879253227, 1.1562125858513421, 1.9316584480501855]"
5212,6740,chrXIII,YMR194C-B,652594,652887,-1,"[0.2829010508794287, 0.6690044017789917, 0.5265051429156039, 1.628463345990257, 0.6690044017789917]"
6580,6741,chrXVI,YPR170W-B,883239,883595,1,[]
5961,6742,chrXV,YOR072W-B,464469,464630,1,"[1.4279474005879649, 1.5423159367509052, 0.5265051429156039]"
240,6743,chrII,YBL039W-B,143393,143572,1,"[0.7701092349517793, 0.2829010508794287, 1.5880226425010073]"
642,6744,chrIII,YCL058W-A,23584,23925,1,[]
641,6745,chrIII,YCR075W-A,248975,249202,1,"[1.1562125858513421, 0.8485322362077505, 0.2829010508794287, 2.3145226385500313]"
944,6746,chrIV,YDL160C-A,169366,169608,-1,"[1.5704466594513526, 0.2829010508794287, 1.5222278170899979, 2.233103950368318]"
2973,6747,chrVII,YGR169C-A,836387,836665,-1,[]
3543,6748,chrX,YJL127C-B,181551,181709,-1,"[1.5423159367509052, 1.9083311679895607, 1.7606252003313516, 2.062131928470408]"
3544,6749,chrX,YJR005C-A,448477,448758,-1,"[1.4412111035781174, 1.210388289726734, 1.2573174190241294, 1.5222278170899979, 2.062131928470408, 0.7701092349517793, 2.0196235670912315, 1.0137133269879544, 0.5265051429156039, 0.2829010508794287, 1.384859253954082, 1.7333676368763677, 0.6690044017789917, 0.5265051429156039, 1.551945208018266, 1.335740420280101, 0.7701092349517793]"
3962,6750,chrXI,YKL068W-A,309206,309442,1,"[0.5265051429156039, 1.2786237250538226, 0.6690044017789917]"
4801,6751,chrXII,YLR307C-A,746848,747111,-1,"[0.2829010508794287, 0.2829010508794287, 1.6207389380068766, 1.5793445123162764]"
5988,6752,chrXV,YOR020W-A,371685,371957,1,"[0.6690044017789917, 0.9126084938151668, 0.6690044017789917, 0.5265051429156039, 1.1562125858513421, 0.6690044017789917, 0.5265051429156039, 0.8485322362077505]"
6557,6753,chrXVI,YPL189C-A,188307,188513,-1,"[0.7701092349517793, 0.5265051429156039, 0.2829010508794287]"
52,6754,chrI,YAL016C-B,124307,124492,-1,"[0.5265051429156039, 0.5265051429156039, 0.9667841976905588, 1.0921363282439258, 0.9126084938151668, 1.67155149262414, 1.0137133269879544, 1.384859253954082, 1.0551077526785546, 0.9126084938151668]"
239,6755,chrII,YBL008W-A,209409,209648,1,"[0.9126084938151668, 1.4412111035781174, 1.478239679143489, 2.128793720501817, 1.5613176678635161, 1.4897635448401925, 1.0921363282439258, 0.7701092349517793, 1.384859253954082, 1.5613176678635161, 0.5265051429156039, 1.210388289726734, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 1.4279474005879649, 1.0551077526785546]"
238,6756,chrII,YBL068W-A,91794,92030,1,[]
249,6757,chrII,YBR072C-A,382860,383021,-1,"[2.0295241208232553, 0.9667841976905588, 0.6690044017789917, 1.0137133269879544, 0.8485322362077505, 1.8604162135983036, 2.2851241355989274, 1.210388289726734, 0.6690044017789917, 1.2346355871073136, 1.0921363282439258, 0.2829010508794287, 0.2829010508794287, 0.5265051429156039, 0.8485322362077505]"
264,6758,chrII,YBR076C-A,391351,391617,-1,"[0.2829010508794287, 1.3692368413349787, 0.2829010508794287, 1.210388289726734, 1.384859253954082, 1.2346355871073136, 1.0137133269879544, 1.478239679143489]"
277,6759,chrII,YBR196C-A,614024,614173,-1,"[0.2829010508794287, 0.7701092349517793, 0.8485322362077505, 0.5265051429156039, 1.551945208018266, 0.2829010508794287, 0.5265051429156039, 1.2346355871073136, 0.2829010508794287, 0.2829010508794287, 1.29871184471473, 0.9667841976905588]"
265,6760,chrII,YBR200W-A,622983,623147,1,[0.7701092349517793]
640,6761,chrIII,YCR108C,315997,316188,-1,"[0.2829010508794287, 0.8485322362077505, 0.5265051429156039, 0.7701092349517793]"
948,6762,chrIV,YDL022C-A,409808,410056,-1,"[1.0137133269879544, 1.2786237250538226, 1.4412111035781174, 0.6690044017789917, 1.3177135758273408, 1.1256327492988034, 2.041520043562752, 1.5613176678635161, 0.6690044017789917, 1.1256327492988034, 0.2829010508794287, 2.459902621866186, 1.2346355871073136, 0.5265051429156039, 0.5265051429156039, 2.0531199881461086, 2.1396640638107765, 0.5265051429156039]"
949,6763,chrIV,YDR169C-A,794574,794723,-1,"[1.628463345990257, 1.5793445123162764, 0.2829010508794287]"
950,6764,chrIV,YDR182W-A,829151,829354,1,"[0.5265051429156039, 2.1752625400863606]"
951,6765,chrIV,YDR183C-A,830397,830654,-1,"[0.2829010508794287, 0.5265051429156039, 0.2829010508794287]"
952,6766,chrIV,YDR194W-A,848071,848223,1,[0.6690044017789917]
953,6767,chrIV,YDR246W-A,955133,955333,1,"[0.2829010508794287, 1.818527836434233, 1.8442549103821446, 0.9667841976905588, 2.1848046578714353, 1.1562125858513421, 1.3528875485901217, 1.466325100326476, 2.0145666968898204, 1.1562125858513421, 1.8273144544776805, 1.7445256030964802, 1.0921363282439258]"
954,6768,chrIV,YDR406W-A,1283799,1284044,1,[0.2829010508794287]
2288,6769,chrV,YEL020C-B,117183,117380,-1,[]
2289,6770,chrV,YEL050W-A,59549,59740,1,"[1.2573174190241294, 0.8485322362077505, 1.6128409333711538, 0.8485322362077505, 1.2346355871073136]"
2168,6771,chrV,YER078W-A,318646,318810,1,"[1.2786237250538226, 0.5265051429156039, 1.1843433085517896, 1.6506673445016888, 0.7701092349517793, 0.2829010508794287, 0.5265051429156039, 1.1256327492988034, 1.210388289726734, 1.2573174190241294, 1.0551077526785546, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 1.0551077526785546]"
2373,6772,chrVI,YFL041W-A,48734,48925,1,"[1.466325100326476, 0.8485322362077505, 0.2829010508794287, 0.2829010508794287]"
2950,6773,chrVII,YGL041C-B,418704,418886,-1,"[2.0246087062146256, 1.6848151956142927, 1.7709626048536449, 1.7810046141784506, 0.6690044017789917, 1.5613176678635161]"
2951,6774,chrVII,YGR121W-A,733412,733627,1,"[0.7701092349517793, 0.6690044017789917, 0.9667841976905588, 1.29871184471473, 1.4141634215360728, 0.7701092349517793, 1.8833447611556626, 1.5222278170899979, 0.6690044017789917, 1.7333676368763677, 1.7709626048536449, 1.478239679143489, 1.596491640626297, 1.8720674380264324, 0.2829010508794287, 2.0752308265733577, 0.2829010508794287, 0.9667841976905588, 1.1843433085517896, 1.6848151956142927, 1.4412111035781174, 1.2346355871073136]"
2952,6775,chrVII,YGR240C-A,974577,974777,-1,"[0.9667841976905588, 1.2786237250538226, 0.2829010508794287, 1.210388289726734, 0.5265051429156039, 0.6690044017789917, 2.132454653766788, 1.2786237250538226, 1.9853732385276839, 1.9935785859162871]"
3125,6776,chrVIII,YHR086W-A,280231,280392,1,"[1.1843433085517896, 1.628463345990257, 1.29871184471473, 0.2829010508794287, 1.7276529351014789, 0.8485322362077505, 1.384859253954082, 1.7606252003313516, 0.7701092349517793, 2.1587596766964903, 1.2786237250538226, 1.335740420280101, 0.7701092349517793, 1.5704466594513526]"
3126,6777,chrVIII,YHR175W-A,453558,453707,1,"[1.0921363282439258, 0.2829010508794287, 1.6047613495965325, 0.9126084938151668, 1.335740420280101, 1.8095158961099336, 0.2829010508794287]"
3128,6778,chrVIII,YHR180C-B,466958,467062,-1,[]
3135,6779,chrVIII,YHR180W-A,466932,467114,1,"[0.2829010508794287, 1.6207389380068766]"
1744,6780,chrIX,YIL134C-A,96522,96725,-1,"[1.1256327492988034, 1.210388289726734, 0.5265051429156039, 1.1256327492988034, 0.9667841976905588, 1.8524284512260387, 2.2001541023870907, 1.5793445123162764, 2.0773672855266883, 1.6434207699236927, 1.6647270759533856]"
3522,6781,chrX,YJR151W-A,717580,717630,1,"[2.08785900241832, 0.6690044017789917]"
3993,6782,chrXI,YKL183C-A,98395,98607,-1,"[0.9667841976905588, 1.3177135758273408, 0.9667841976905588, 0.2829010508794287, 1.6848151956142927, 1.944324554542804, 1.8758668957397557, 1.6360216247266204, 2.0553947301685147, 1.1843433085517896, 2.1175763933465883, 0.2829010508794287]"
4812,6783,chrXII,YLL006W-A,136345,136521,1,"[1.466325100326476, 0.2829010508794287, 2.1587596766964903, 1.29871184471473, 0.5265051429156039, 0.5265051429156039, 1.3692368413349787, 1.7499744938801116, 1.9117599407033035, 1.9412005658352596, 1.9935785859162871, 2.4914374764398772, 2.8055069524398064, 2.446003866060981, 0.8485322362077505, 1.9185187339184437]"
4802,6784,chrXII,YLR154C-G,462522,462671,-1,[]
4803,6785,chrXII,YLR154C-H,468827,468958,-1,[]
4804,6786,chrXII,YLR154W-B,454392,454556,1,[]
4805,6787,chrXII,YLR156C-A,472479,472610,-1,[]
4806,6788,chrXII,YLR157C-C,482059,482190,-1,[]
4807,6789,chrXII,YLR159C-A,485711,485842,-1,[]
4808,6790,chrXII,YLR162W-A,490406,490594,1,"[0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 2.245200814674646, 0.2829010508794287, 0.6690044017789917]"
4809,6791,chrXII,YLR222C-A,582006,582236,-1,"[1.1843433085517896, 0.7701092349517793]"
4810,6792,chrXII,YLR285C-A,708168,708338,-1,"[1.5222278170899979, 1.2346355871073136, 0.9667841976905588]"
4811,6793,chrXII,YLR342W-A,815810,815983,1,"[1.2346355871073136, 0.5265051429156039, 0.9126084938151668, 1.2786237250538226, 1.2573174190241294, 1.2786237250538226, 1.6047613495965325, 0.5265051429156039]"
4789,6794,chrXII,YLR412C-A,950267,950473,-1,"[0.7701092349517793, 0.7701092349517793, 0.8485322362077505, 0.5265051429156039]"
4930,6795,chrXIII,YML054C-A,167623,167781,-1,"[1.478239679143489, 0.2829010508794287, 1.5423159367509052, 1.976971728912543, 2.242548376306892, 1.962506871864953, 0.9667841976905588, 1.4141634215360728, 0.2829010508794287, 1.6912639346271254, 1.2573174190241294]"
4931,6796,chrXIII,YMR030W-A,337313,337603,1,"[1.0921363282439258, 0.7701092349517793, 0.5265051429156039, 0.9126084938151668, 1.0137133269879544, 0.8485322362077505, 0.7701092349517793, 0.7701092349517793, 0.9126084938151668, 1.29871184471473, 1.2573174190241294, 0.5265051429156039]"
4932,6797,chrXIII,YMR141W-A,550911,551135,1,[]
4933,6798,chrXIII,YMR230W-A,733268,733456,1,"[1.0921363282439258, 0.5265051429156039, 0.2829010508794287, 1.478239679143489, 0.2829010508794287, 0.2829010508794287, 1.9048686137200155, 1.5613176678635161, 0.5265051429156039]"
4935,6799,chrXIII,YMR307C-A,887731,887925,-1,[]
5853,6800,chrXIV,YNL130C-A,381245,381391,-1,"[1.4897635448401925, 0.9667841976905588, 2.19256317196533, 1.0137133269879544, 1.8942714365378641]"
5938,6801,chrXV,YOL164W-A,4130,4312,1,"[1.7553401922345417, 0.9126084938151668]"
5937,6802,chrXV,YOR011W-A,355652,355858,1,"[2.08785900241832, 0.2829010508794287, 1.0921363282439258, 1.0137133269879544, 1.67155149262414, 0.9126084938151668, 1.5324153830188807, 1.6128409333711538, 1.1843433085517896, 1.2573174190241294, 1.1562125858513421, 1.6848151956142927, 0.9667841976905588, 1.2786237250538226, 1.500921511060305]"
5934,6803,chrXV,YOR072W-A,461791,462039,1,"[0.7701092349517793, 1.6360216247266204, 1.6128409333711538, 1.3177135758273408, 1.0137133269879544, 1.5117361001983665, 0.7701092349517793, 1.2346355871073136, 1.7445256030964802, 0.2829010508794287, 1.4279474005879649, 2.0508304268529485, 1.1256327492988034, 1.9412005658352596, 1.1562125858513421, 1.7218437711796641, 0.2829010508794287, 0.2829010508794287]"
5923,6804,chrXV,YOR073W-A,467390,467623,1,[]
5924,6805,chrXV,YOR316C-A,907726,907935,-1,"[0.2829010508794287, 0.7701092349517793, 0.9667841976905588, 1.6975964737990845, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 1.5793445123162764, 0.2829010508794287, 0.5265051429156039, 0.6690044017789917, 1.0137133269879544, 0.8485322362077505, 0.2829010508794287]"
5926,6806,chrXV,YOR329W-A,939348,939557,1,"[1.8978394510979293, 0.5265051429156039, 0.9126084938151668, 0.2829010508794287]"
5927,6807,chrXV,YOR376W-A,1045196,1045351,1,[]
5910,6808,chrXV,YOR381W-A,1058423,1058590,1,"[0.2829010508794287, 0.2829010508794287, 1.0551077526785546, 1.6360216247266204]"
6566,6809,chrXVI,YPL038W-A,480182,480373,1,"[1.29871184471473, 2.144975697644598]"
6564,6810,chrXVI,YPL250W-A,75702,75989,1,"[0.8485322362077505, 0.2829010508794287]"
6574,6811,chrXVI,YPR108W-A,744175,744387,1,"[1.1562125858513421, 0.9126084938151668, 1.0551077526785546, 1.628463345990257, 0.2829010508794287, 0.8485322362077505, 1.9535332843988262, 1.5793445123162764, 1.8049217598996912, 0.5265051429156039, 1.2346355871073136]"
6554,6812,chrXVI,YPR169W-A,883239,883457,1,[]
53,6813,chrI,YAL037C-B,72326,73300,-1,[]
54,6814,chrI,YAL067W-A,2480,2707,1,"[0.6690044017789917, 1.596491640626297, 0.6690044017789917, 0.2829010508794287]"
55,6815,chrI,YAL068W-A,538,792,1,[1.335740420280101]
56,6816,chrI,YAR035C-A,192337,192417,-1,"[0.6690044017789917, 1.29871184471473, 0.5265051429156039, 1.0137133269879544, 0.6690044017789917, 1.29871184471473, 0.9667841976905588, 0.7701092349517793, 1.0551077526785546, 0.5265051429156039]"
289,6817,chrII,YBL006W-A,216711,216860,1,"[2.499859636900605, 2.3426533612504783, 1.0551077526785546, 0.6690044017789917, 0.2829010508794287, 0.7701092349517793, 0.5265051429156039, 1.0921363282439258, 1.5793445123162764, 0.2829010508794287, 1.1562125858513421, 1.2346355871073136, 1.2786237250538226]"
288,6818,chrII,YBL071C-B,89458,89556,-1,"[0.7701092349517793, 1.0551077526785546, 0.2829010508794287, 1.3528875485901217, 0.9667841976905588, 0.2829010508794287]"
287,6819,chrII,YBL100W-C,28427,28546,1,"[0.7701092349517793, 1.0137133269879544, 1.0921363282439258, 1.5117361001983665, 0.5265051429156039, 1.5423159367509052, 0.5265051429156039, 1.3692368413349787, 0.8485322362077505]"
286,6820,chrII,YBL113W-A,646,1128,1,[]
285,6821,chrII,YBR126W-A,490850,491056,1,"[1.1256327492988034, 1.335740420280101, 0.8485322362077505]"
284,6822,chrII,YBR131C-A,497650,497739,-1,[]
283,6823,chrII,YBR141W-A,527167,527262,1,[0.6690044017789917]
282,6824,chrII,YBR182C-A,595361,595555,-1,[1.0551077526785546]
281,6825,chrII,YBR223W-A,668721,668840,1,"[0.8485322362077505, 0.5265051429156039, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 1.0551077526785546]"
280,6826,chrII,YBR296C-A,800123,800242,-1,"[0.5265051429156039, 1.1562125858513421, 0.5265051429156039]"
279,6827,chrII,YBR298C-A,805035,805256,-1,"[2.253040093198524, 1.0551077526785546, 1.3528875485901217, 2.0709185465138558, 0.2829010508794287, 2.0145666968898204]"
639,6828,chrIII,YCR045W-A,208751,209101,1,"[1.1843433085517896, 0.2829010508794287, 1.4412111035781174, 1.4141634215360728, 0.9126084938151668, 2.0857855662241502, 0.2829010508794287, 0.2829010508794287, 0.8485322362077505, 0.8485322362077505, 0.6690044017789917, 0.7701092349517793, 1.5880226425010073, 1.3528875485901217, 1.1256327492988034, 1.4412111035781174, 1.0137133269879544, 1.8095158961099336, 1.384859253954082]"
638,6829,chrIII,YCR047W-A,211301,211507,1,[]
619,6830,chrIII,YCR081C-A,258415,258651,-1,"[1.29871184471473, 0.7701092349517793, 0.2829010508794287, 0.5265051429156039]"
942,6831,chrIV,YDL025W-A,405410,405514,1,[0.2829010508794287]
941,6832,chrIV,YDL086C-A,301655,302089,-1,"[1.3998166778875174, 0.9126084938151668, 2.242548376306892, 1.8870248619598677, 1.7099291923626512, 0.9667841976905588, 2.0599005151614183, 0.6690044017789917, 1.29871184471473, 1.8524284512260387, 0.6690044017789917, 1.3177135758273408, 0.8485322362077505, 0.9667841976905588, 0.5265051429156039, 2.4584652112100045, 2.0015967226384705]"
930,6833,chrIV,YDL159C-B,173056,173232,-1,[1.2346355871073136]
922,6834,chrIV,YDR354C-A,1185139,1185282,-1,[]
923,6835,chrIV,YDR464C-A,1392492,1392680,-1,[]
924,6836,chrIV,YDR510C-A,1469695,1469811,-1,[0.2829010508794287]
925,6837,chrIV,YDR524C-A,1489871,1489990,-1,"[0.9126084938151668, 0.6690044017789917, 1.1562125858513421, 0.2829010508794287, 2.3885797896807737, 1.384859253954082]"
926,6838,chrIV,YDR545C-A,1530863,1531342,-1,[]
2218,6839,chrV,YEL008C-A,140726,140818,-1,[]
2188,6840,chrV,YEL030C-A,94583,94897,-1,"[2.004229292367527, 0.5265051429156039, 0.7701092349517793, 0.6690044017789917]"
2224,6841,chrV,YEL032C-A,87040,87201,-1,[]
2225,6842,chrV,YEL077W-A,630,1112,1,[]
2226,6843,chrV,YER023C-A,201522,201734,-1,[]
2227,6844,chrV,YER088W-B,335927,336073,1,"[2.0709185465138558, 0.5265051429156039, 1.9797946068643946, 0.2829010508794287, 1.551945208018266, 1.596491640626297]"
2315,6845,chrV,YER158W-A,491487,491702,1,"[0.2829010508794287, 0.5265051429156039, 0.5265051429156039]"
2229,6846,chrV,YER175W-A,540650,540814,1,[0.9667841976905588]
2205,6847,chrV,YER190C-A,574804,575379,-1,[]
2204,6848,chrV,YER190C-B,575680,576162,-1,[]
2374,6849,chrVI,YFL013W-A,107799,108602,1,"[1.29871184471473, 2.346635799506773, 1.5324153830188807, 2.29899882220469, 1.5324153830188807, 2.716876658252308, 1.5222278170899979, 2.144975697644598, 2.1800659827261835, 2.672796446316401, 2.319904771537751, 1.4279474005879649, 1.0551077526785546, 1.8604162135983036, 1.738990899489685, 1.9565500103509155]"
2376,6850,chrVI,YFL031C-A,76014,76115,-1,[]
2383,6851,chrVI,YFR032C-B,223710,223973,-1,"[1.1843433085517896, 1.6975964737990845, 0.2829010508794287, 1.1256327492988034, 0.9126084938151668, 0.6690044017789917, 1.6647270759533856, 1.3177135758273408, 0.2829010508794287, 1.9151555846603154, 0.2829010508794287, 1.3177135758273408, 0.9126084938151668, 1.596491640626297]"
2377,6852,chrVI,YFR034W-A,226022,226309,1,"[2.2594418442554707, 0.9126084938151668, 2.492746403150372, 2.3166853925477433, 1.6128409333711538, 2.413178357870727, 0.7701092349517793, 0.9667841976905588, 1.6975964737990845, 2.0599005151614183, 1.500921511060305, 2.678233294871605, 2.501774880962171, 0.9667841976905588, 1.466325100326476, 1.7907676424086143, 1.5117361001983665, 1.5222278170899979]"
2961,6853,chrVII,YGL007C-A,482941,483027,-1,"[0.9667841976905588, 0.9667841976905588, 0.2829010508794287]"
2962,6854,chrVII,YGL063C-A,384502,384651,-1,[]
2963,6855,chrVII,YGL123C-A,277634,277864,-1,[]
2964,6856,chrVII,YGL188C-A,148824,148964,-1,[]
2966,6857,chrVII,YGR031C-A,546809,547300,-1,[]
2967,6858,chrVII,YGR068W-A,626294,626389,1,[]
2969,6859,chrVII,YGR146C-A,785276,785437,-1,"[1.384859253954082, 1.8833447611556626, 1.3528875485901217, 1.8720674380264324, 1.5880226425010073, 1.4141634215360728, 1.1256327492988034]"
